/home/aivs/anaconda3/envs/KSM/bin/python /home/aivs/바탕화면/aa/densenet.py 
Iter: 263000, Loss: 0.9543, LR: 0.000123
Iter: 264000, Loss: 0.7550, LR: 0.000120
Iter: 265000, Loss: 0.6424, LR: 0.000117
Iter: 266000, Loss: 0.8608, LR: 0.000113
Iter: 267000, Loss: 0.9431, LR: 0.000110
Iter: 268000, Loss: 0.8764, LR: 0.000107
Iter: 269000, Loss: 1.0906, LR: 0.000103
Iter: 270000, Loss: 0.9644, LR: 0.000100
Iter: 270000, Count: 37205, Accuracy: 71.89%
Iter: 271000, Loss: 0.9465, LR: 0.000097
Iter: 272000, Loss: 0.8579, LR: 0.000093
Iter: 273000, Loss: 1.0250, LR: 0.000090
Iter: 274000, Loss: 0.9452, LR: 0.000087
Iter: 275000, Loss: 1.0277, LR: 0.000083
Iter: 276000, Loss: 0.7215, LR: 0.000080
Iter: 277000, Loss: 0.7513, LR: 0.000077
Iter: 278000, Loss: 1.5518, LR: 0.000073
Iter: 279000, Loss: 0.9943, LR: 0.000070
Iter: 280000, Loss: 0.7563, LR: 0.000067
Iter: 280000, Count: 37244, Accuracy: 71.97%
Iter: 281000, Loss: 0.7657, LR: 0.000063
Iter: 282000, Loss: 0.9162, LR: 0.000060
Iter: 283000, Loss: 0.9189, LR: 0.000057
Iter: 284000, Loss: 0.9558, LR: 0.000053
Iter: 285000, Loss: 0.7675, LR: 0.000050
Iter: 286000, Loss: 0.8259, LR: 0.000047
Iter: 287000, Loss: 0.9353, LR: 0.000043
Iter: 288000, Loss: 0.9466, LR: 0.000040
Iter: 289000, Loss: 0.9471, LR: 0.000037
Iter: 290000, Loss: 1.1963, LR: 0.000033
Iter: 290000, Count: 37383, Accuracy: 72.23%
Iter: 291000, Loss: 0.6884, LR: 0.000030
Iter: 292000, Loss: 0.7258, LR: 0.000027
Iter: 293000, Loss: 0.9554, LR: 0.000023
Iter: 294000, Loss: 0.7898, LR: 0.000020
Iter: 295000, Loss: 1.1446, LR: 0.000017
Iter: 296000, Loss: 0.9040, LR: 0.000013
Iter: 297000, Loss: 0.8848, LR: 0.000010
Iter: 298000, Loss: 0.8648, LR: 0.000007
Iter: 299000, Loss: 1.0759, LR: 0.000003

Process finished with exit code 0
